timestamp,price
1762300800000,101635.2740227234
1762387200000,103877.95965955159
1762473600000,101322.6402945857
1762560000000,103396.084215925
1762646400000,102290.13714655167
1762732800000,104709.67861656273
1762819200000,105909.07272321742
1762905600000,102960.77564500563
1762992000000,101521.70859453593
1763078400000,99730.4533956204
1763164800000,94456.39368235337
1763251200000,95508.31019889197
1763337600000,94411.32947182967
1763424000000,92036.7255045672
1763510400000,92819.75921500899
1763596800000,91363.27838693369
1763683200000,86649.97257918229
1763769600000,85051.8019295002
1763856000000,84682.62429147748
1763942400000,86783.84766839583
1764028800000,88229.35740719768
1764115200000,87310.33159950442
1764201600000,90474.22677969698
1764288000000,91279.06057176423
1764374400000,90950.37695910994
1764460800000,90841.45258193677
1764547200000,90406.28448571145
1764633600000,86281.49519776918
1764720000000,91344.73275150165
1764806400000,93619.43750817103
1764892800000,92140.70419795791
1764979200000,89307.09154512963
1765065600000,89244.7620814118
1765152000000,90162.90714007126
1765238400000,90618.0535204608
1765324800000,92723.21372069631
1765411200000,92005.13714957413
1765497600000,92494.17691640415
1765584000000,90307.26028567803
1765670400000,90257.4292885891
1765756800000,88230.77409367911
1765843200000,86413.9190195637
1765929600000,87821.88919109134
1766016000000,86064.94716216
1766102400000,85450.3312009302
1766188800000,88103.86075721023
1766275200000,88347.94310567998
1766361600000,88577.42038358838
1766448000000,88491.12020788102
1766534400000,87406.43636737975
1766620800000,87642.60888119951
1766707200000,87229.78066010943
1766793600000,87305.95655961394
1766880000000,87807.003210775
1766966400000,87822.90829076794
1767052800000,87156.56266080117
1767139200000,88414.62856073362
1767225600000,87520.18048742875
1767312000000,88727.67004249741
1767398400000,89926.27924953419
1767484800000,90593.85443180417
1767571200000,91373.21588108438
1767657600000,93926.7956485658
1767744000000,93666.86387314305
1767830400000,91257.15544035907
1767916800000,90983.51578142625
1768003200000,90504.89560340019
1768089600000,90442.01907847001
1768110621000,90695.28565264912
