timestamp,price
1736640000000,94559.55167224213
1736726400000,94454.77089638807
1736812800000,94456.3493746993
1736899200000,96574.07768799194
1736985600000,100313.15239828422
1737072000000,100044.57926776377
1737158400000,104160.69358484233
1737244800000,104334.61575724394
1737331200000,101275.33714814208
1737417600000,101764.90860170545
1737504000000,106182.2368201815
1737590400000,103673.53509537787
1737676800000,104067.60991206947
1737763200000,104835.19253555956
1737849600000,104796.04077738234
1737936000000,102552.24874280207
1738022400000,101958.46953745594
1738108800000,101313.11264498268
1738195200000,103718.97939813645
1738281600000,104781.5135100103
1738368000000,102382.39409722165
1738454400000,100674.78762544956
1738540800000,97568.31653024875
1738627200000,101466.8606657039
1738713600000,98118.43921664466
1738800000000,96582.88682919052
1738886400000,96635.41875332211
1738972800000,96558.4563096667
1739059200000,96558.23762501091
1739145600000,96548.57865379585
1739232000000,97399.98161383197
1739318400000,95739.97737079239
1739404800000,97836.18856127483
1739491200000,96561.6639990985
1739577600000,97488.48148536457
1739664000000,97569.95169430465
1739750400000,96149.3484548204
1739836800000,95776.15723852723
1739923200000,95495.89153299287
1740009600000,96554.87156259285
1740096000000,98384.31738240314
1740182400000,96135.15541305285
1740268800000,96564.15414290235
1740355200000,96327.46309127835
1740441600000,91396.76686930266
1740528000000,88755.7693356979
1740614400000,83900.11496524839
1740700800000,84709.14477847965
1740787200000,84441.9012237131
1740873600000,86005.25629681018
1740960000000,94261.53286538439
1741046400000,86124.71418722175
1741132800000,87310.80531078295
1741219200000,90604.08098523637
1741305600000,90001.40087607042
1741392000000,86773.33597555371
1741478400000,86142.9833586432
1741564800000,80751.13893300897
1741651200000,78783.94057934263
1741737600000,82799.1080292053
1741824000000,83884.24578828987
1741910400000,81098.90052436228
1741996800000,83971.70916064628
1742083200000,84391.69087647168
1742169600000,82610.61750343916
1742256000000,84075.36559694471
1742342400000,82780.03048688271
1742428800000,86815.44109470697
1742515200000,84270.84358966233
1742601600000,84009.532917822
1742688000000,83793.30854192551
1742774400000,85787.70914901773
1742860800000,87327.72969669085
1742947200000,87520.58391530563
1743033600000,86960.8555491039
1743120000000,87227.27158032371
1743206400000,84359.46915506005
1743292800000,82679.17255385047
1743379200000,82356.38111183756
1743465600000,82514.09365397849
1743552000000,85237.5876052852
1743638400000,82526.4221526433
1743724800000,83163.98757387721
1743811200000,83852.00765399594
1743897600000,83595.88550177493
1743984000000,78211.48358199988
1744070400000,79179.29226757778
1744156800000,76329.090356324
1744243200000,82622.17029546302
1744329600000,79596.35732250768
1744416000000,83439.28818043756
1744502400000,85305.09728392666
1744588800000,83600.82010054543
1744675200000,84523.4524914945
1744761600000,83656.49248858042
1744848000000,84105.77942167096
1744934400000,84930.90857600998
1745020800000,84433.75017215389
1745107200000,85126.66244301842
1745193600000,85073.16544858096
1745280000000,87452.04699068287
1745366400000,93576.16588573981
1745452800000,93605.45230873208
1745539200000,93872.81422867288
1745625600000,94773.11200643536
1745712000000,94644.06637120107
1745798400000,93809.33781968223
1745884800000,95030.60645474444
1745971200000,94256.35946318062
1746057600000,94235.75331048167
1746144000000,96426.94522273027
1746230400000,96855.5681343944
1746316800000,95922.86842404422
1746403200000,94326.62048529249
1746489600000,94758.8237105546
1746576000000,96854.53198815876
1746662400000,97026.49376966801
1746748800000,103076.27555512934
1746835200000,102962.54045692299
1746921600000,104630.8792994166
1747008000000,103994.061616746
1747094400000,102876.8304286011
1747180800000,104184.49039270742
1747267200000,103594.42575090709
1747353600000,103708.85136423641
1747440000000,103556.03493982446
1747526400000,103212.36483885496
1747612800000,106030.6376831359
1747699200000,105629.41580436694
1747785600000,106786.71995834043
1747872000000,109665.86371625263
1747958400000,111560.356938144
1748044800000,107216.66856870624
1748131200000,107831.36374380375
1748217600000,108861.81037744327
1748304000000,109377.71513263129
1748390400000,109068.45694901445
1748476800000,107838.18431100152
1748563200000,105745.41660358038
1748649600000,104010.91956242644
1748736000000,104687.50742934884
1748822400000,105710.00593822816
1748908800000,105884.74263221149
1748995200000,105434.47745144971
1749081600000,104812.9182188067
1749168000000,101650.7387545425
1749254400000,104409.74967959142
1749340800000,105681.4546141758
1749427200000,105692.24740699006
1749513600000,110261.57485948496
1749600000000,110212.73252109604
1749686400000,108679.9760916168
1749772800000,105979.22902375912
1749859200000,106045.56440819203
1749945600000,105482.90611628917
1750032000000,105554.49383061715
1750118400000,106951.2720181497
1750204800000,104683.42479835715
1750291200000,104722.695052907
1750377600000,104690.65002458123
1750464000000,103290.105144757
1750550400000,101532.5683847329
1750636800000,100852.58264648831
1750723200000,105511.62437933135
1750809600000,105976.06929808448
1750896000000,107238.53045016268
1750982400000,106984.01253775663
1751068800000,107078.91560644074
1751155200000,107331.58548463577
1751241600000,108396.61631317894
1751328000000,107132.79910701896
1751414400000,105613.39974163055
1751500800000,108824.44423167943
1751587200000,109602.20483914016
1751673600000,108040.8919400104
1751760000000,108217.46849992426
1751846400000,109215.19771840284
1751932800000,108300.71675785031
1752019200000,108953.19187727802
1752105600000,111327.53054245669
1752192000000,115879.65030112496
1752278400000,117571.02510036016
1752364800000,117418.95745007684
1752451200000,119117.55666327637
1752537600000,119833.67446712355
1752624000000,117678.19493404306
1752710400000,118748.1627367753
1752796800000,119445.36520434043
1752883200000,117988.94664455787
1752969600000,117901.62655900871
1753056000000,117256.9208222684
1753142400000,117482.46977767294
1753228800000,119955.79570607653
1753315200000,118629.05588130427
1753401600000,118354.43517438594
1753488000000,117540.80837085741
1753574400000,117959.54234360624
1753660800000,119418.91405141471
1753747200000,118003.30201607826
1753833600000,117853.30892863822
1753920000000,117833.24087995925
1754006400000,115700.00243915782
1754092800000,113234.6051343189
1754179200000,112554.90232221723
1754265600000,114199.10966460757
1754352000000,115138.68613070177
1754438400000,114128.35408881678
1754524800000,115022.09576830892
1754611200000,117463.47451085235
1754697600000,116688.36663186055
1754784000000,116510.08393213755
1754870400000,119266.92516880555
1754956800000,118773.79960860992
1755043200000,120202.53485503166
1755129600000,123560.99363577305
1755216000000,118405.59579823953
1755302400000,117339.79190213277
1755388800000,117501.21653394958
1755475200000,117542.83687778088
1755561600000,116256.41276740946
1755648000000,112778.34483555844
1755734400000,114252.39755195397
1755820800000,112414.39987336512
1755907200000,116834.24948202295
1755993600000,115359.98346714744
1756080000000,113399.54847314971
1756166400000,110185.35443900425
1756252800000,111842.70999260596
1756339200000,111216.08479629169
1756425600000,112525.59740669793
1756512000000,108480.30666639366
1756598400000,108781.95727925687
1756684800000,108253.36092385623
1756771200000,109162.68557992298
1756857600000,111190.18209845416
1756944000000,111711.51977725117
1757030400000,110724.736377486
1757116800000,110662.18112628513
1757203200000,110209.1888247784
1757289600000,111131.9923868407
1757376000000,112025.12878118771
1757462400000,111547.43956434788
1757548800000,113975.32489468766
1757635200000,115503.16663193036
1757721600000,116160.14344594491
1757808000000,115970.58488443034
1757894400000,115373.55555886829
1757980800000,115397.25272727509
1758067200000,116762.8496864193
1758153600000,116455.94648225319
1758240000000,117145.49508952006
1758326400000,115655.81046441344
1758412800000,115715.51536781774
1758499200000,115304.47999407038
1758585600000,112696.74101711863
1758672000000,112022.16587861195
1758758400000,113320.56908541008
1758844800000,108963.53013595635
1758931200000,109710.20874667744
1759017600000,109654.81021075726
1759104000000,112142.57362752674
1759190400000,114309.15041119447
1759276800000,114024.22783550054
1759363200000,118503.24451752483
1759449600000,120611.71911591051
1759536000000,122250.15186842803
1759622400000,122380.93708463266
1759708800000,123506.18520027678
1759795200000,124773.50823074432
1759881600000,121518.75593575071
1759968000000,123352.50487523204
1760054400000,121698.03066778315
1760140800000,113201.74064138904
1760227200000,110853.11663883903
1760313600000,115189.5714637257
1760400000000,115222.28302116522
1760486400000,113156.56943826913
1760572800000,110708.66960879423
1760659200000,108076.72862033188
1760745600000,106443.61194984635
1760832000000,107156.00337647724
1760918400000,108621.134857428
1761004800000,110608.5714932665
1761091200000,108486.10262716639
1761177600000,107618.4266715404
1761264000000,110048.51827291629
1761350400000,110997.80437129698
1761436800000,111620.3093731354
1761523200000,114476.01227508577
1761609600000,114182.79442806762
1761696000000,112950.34863259472
1761782400000,110046.66925837283
1761868800000,108240.76528725718
1761955200000,109573.90555629115
1762041600000,110014.13556776087
1762128000000,110650.2092823146
1762214400000,106521.08673825761
